spotify_track_id,song_name,artist_names,artist_ids,yearly_streams,parent_genres,genres,album,album_date,album_label,release_date,release_date_precision,album_type
0R6NfOiLzLj4O5VbYSJAjf,La Diabla,['Xavi'],['3Me35AWHCGqW4sZ7bWWJt1'],592984615,Latin,"corridos tumbados, corrido, corridos bélicos, sad sierreño, música mexicana, banda",La Diabla,2023-11-30,Interscope Records,2023-11-30,day,single
3rUGC1vUpkDG9CZFHMur1t,greedy,['Tate McRae'],['45dkTj5sMRSjrmBSBeiHym'],1013271071,,,greedy,2023-09-15,RCA Records Label,2023-09-15,day,single
1BxfuPKGuaTgP7aM0Bbdwr,Cruel Summer,['Taylor Swift'],['06HL4z0CvFAxyc27GXpf02'],1139005906,,,Lover,2019-08-23,Taylor Swift,2019-08-23,day,album
4xhsWYTOGcal8zt0J161CU,Lovin On Me,['Jack Harlow'],['2LIk90788K0zvyj2JJVwkJ'],465782968,,,Lovin On Me,2023-11-10,Generation Now/Atlantic,2023-11-10,day,single
3vkCueOmm7xQDoJ17W1Pm3,My Love Mine All Mine,['Mitski'],['2uYWxilOVlUdk4oV9DvwqK'],932255444,,,The Land Is Inhospitable and So Are We,2023-09-15,Dead Oceans,2023-09-15,day,album
5XVdHRf4CAJ2Jm0uMIy5qY,La Víctima,['Xavi'],['3Me35AWHCGqW4sZ7bWWJt1'],354679751,Latin,"corridos tumbados, corrido, corridos bélicos, sad sierreño, música mexicana, banda",La Víctima,2023-08-17,Interscope Records,2023-08-17,day,single
2HRgqmZQC0MC7GeNuDIXHN,Seven (feat. Latto) (Explicit Ver.),"['Jung Kook', 'Latto']","['6HaGTQPmzraVmaVxvz6EUc', '3MdXrJWsbVzdn6fe5JYkSQ']",804885820,Pop,"k-pop, ",GOLDEN,2023-11-03,BIGHIT MUSIC,2023-11-03,day,album
7CyPwkp0oE8Ro9Dd5CUDjW,"One Of The Girls (with JENNIE, Lily Rose Depp)","['The Weeknd', 'JENNIE', 'Lily-Rose Depp']","['1Xyo4u8uXC1ZmMpatF05PJ', '250b0Wlc5Vk0CoUsaCY84M', '1pBLC0qVRTB5zVMuteQ9jJ']",959808133,Pop,"k-pop, ",The Idol Episode 4 (Music from the HBO Original Series),2023-06-23,XO / Republic Records,2023-06-23,day,single
05WVKTdZhlIMX4qqMLuo0f,BELLAKEO,"['Peso Pluma', 'Anitta']","['12GqGscKJx3aE4t07u7eVZ', '7FNnA9vBm6EKceENgCGRMb']",250248217,"Latin, Pop, R&B, Hip Hop","corrido, corridos tumbados, corridos bélicos, música mexicana, sad sierreño, electro corridos, banda, brazilian pop, funk pop, funk carioca, funk, pagode baiano",BELLAKEO,2023-12-07,Double P Records,2023-12-07,day,single
56y1jOTK0XSvJzVv9vHQBK,Paint The Town Red,['Doja Cat'],['5cj0lLjcoR7YOSnhnX0Po5'],388030153,,,Scarlet,2023-09-20,Kemosabe Records/RCA Records,2023-09-20,day,album
7iQXYTyuG13aoeHxGG28Nh,PERRO NEGRO,"['Bad Bunny', 'Feid']","['4q3ewBCX7sLwd24euuV69X', '2LRoIwlKmHjgvigdNGBHNo']",548355897,Latin,"reggaeton, trap latino, latin, urbano latino",nadie sabe lo que va a pasar mañana,2023-10-13,Rimas Entertainment LLC,2023-10-13,day,album
5RqSsdzTNPX1uzkmlHCFvK,QLONA,"['KAROL G', 'Peso Pluma']","['790FomKkXshlbRYZFtlgla', '12GqGscKJx3aE4t07u7eVZ']",577124331,Latin,"reggaeton, latin, urbano latino, corrido, corridos tumbados, corridos bélicos, música mexicana, sad sierreño, electro corridos, banda",MAÑANA SERÁ BONITO (BICHOTA SEASON),2023-08-10,Bichota/Interscope Records,2023-08-10,day,album
6uIIdjYTxxpWOyWuVXrKQO,Que Onda,"['Calle 24', 'Chino Pacas', 'Fuerza Regida']","['6dLuQ5qXxIuWc5urxfIiZR', '2rmkQLzj0k4nZdQehOUByO', '0ys2OFYzWYB5hRDLCsBqxt']",372490442,Latin,"corrido, corridos tumbados, corridos bélicos, electro corridos, sad sierreño, música mexicana, banda, sierreño",Que Onda,2023-08-30,Street Mob Records,2023-08-30,day,single
5aIVCx5tnk0ntmdiinnYvw,Water,['Tyla'],['3SozjO3Lat463tQICI9LcE'],571676855,R&B,afrobeats,Water,2023-07-28,FAX Records/Epic,2023-07-28,day,single
6CvTEtGagmzQvkUzzyKR9k,HARLEY QUINN,"['Fuerza Regida', 'Marshmello']","['0ys2OFYzWYB5hRDLCsBqxt', '64KEffDW9EtZ1y2vBYgq8T']",206854084,"Latin, Electronic","corrido, corridos tumbados, corridos bélicos, música mexicana, banda, electro corridos, sierreño, sad sierreño, edm",Pa las Baby's Y Belikeada,2023-10-20,Rancho Humilde/Street Mob Records,2023-10-20,day,album
2KslE17cAJNHTsI2MI0jb2,Standing Next to You,['Jung Kook'],['6HaGTQPmzraVmaVxvz6EUc'],560340468,Pop,k-pop,GOLDEN,2023-11-03,BIGHIT MUSIC,2023-11-03,day,album
5XeFesFbtLpXzIVDNQP22n,I Wanna Be Yours,['Arctic Monkeys'],['7Ln80lUS6He07XvHI8qqHH'],980753490,Rock,"indie, garage rock",AM,2013-09-09,Domino Recording Co,2013-09-09,day,album
0mflMxspEfB0VbI1kyLiAv,Stick Season,['Noah Kahan'],['2RQXRUsr4IW1f3mKyKsy4B'],920139894,,,Stick Season,2022-10-14,Mercury Records/Republic Records,2022-10-14,day,album
4Dvkj6JhhA12EX05fT7y2e,As It Was,['Harry Styles'],['6KImCVD70vtIoJWnq6nGn3'],770699247,,,Harry's House,2022-05-20,Columbia,2022-05-20,day,album
5mjYQaktjmjcMKcUIcqz4s,Strangers,['Kenya Grace'],['7uMDnSZyUYNBPLhPMNuaM2'],211299297,,,Strangers,2023-09-01,Warner Records/Major Recordings,2023-09-01,day,single
4bw8mcDUSRWfQo63ZTYRnU,Según Quién,"['Maluma', 'Carin Leon']","['1r4hJ1h58CWwUQe3MxPuau', '66ihevNkSYNzRAl44dx6jJ']",378644511,Latin,"reggaeton, latin, urbano latino, banda, norteño, sierreño, corrido, grupera, ranchera, sad sierreño, música mexicana",Don Juan,2023-08-25,Sony Music Latin,2023-08-25,day,album
7bywjHOc0wSjGGbj04XbVi,LUNA,"['Feid', 'ATL Jacob']","['2LRoIwlKmHjgvigdNGBHNo', '7jAs1uPnpfNmT6e5qtEPxq']",989793662,Latin,"reggaeton, urbano latino, ",FERXXOCALIPSIS,2023-12-01,UMLE - Latino,2023-12-01,day,album
6WzRpISELf3YglGAh7TXcG,Popular (with Playboi Carti & Madonna) - From The Idol Vol. 1 (Music from the HBO Original Series),"['The Weeknd', 'Playboi Carti', 'Madonna']","['1Xyo4u8uXC1ZmMpatF05PJ', '699OTQXzgjhIYAHMy9RyPD', '6tbjWDEIzxoDsBA1FuhfPW']",253215396,Hip Hop,"rage rap, ",Popular (Music from the HBO Original Series),2023-06-02,XO / Republic Records,2023-06-02,day,single
0O3U5iwTbiXCREMkvotJuN,EL AMOR DE SU VIDA,"['Grupo Frontera', 'Grupo Firme']","['6XkjpgcEsYab502Vr1bBeW', '1dKdetem2xEmjgvyymzytS']",171534553,Latin,"cumbia norteña, banda, norteño, música mexicana, corrido, corridos tumbados, grupera, corridos bélicos, tejano, sierreño",El Comienzo,2023-08-25,Grupo Frontera,2023-08-25,day,album
1vYXt7VSjH9JIM5oRRo7vA,Dance The Night - From Barbie The Album,['Dua Lipa'],['6M2wZ9GZgrQXHCFfjv46we'],194765382,Pop,pop,Dance The Night (From Barbie The Album),2023-05-25,Atlantic Records,2023-05-25,day,single
7MXVkk9YMctZqd1Srtv4MB,Starboy,"['The Weeknd', 'Daft Punk']","['1Xyo4u8uXC1ZmMpatF05PJ', '4tZwfgrHOc3mvqYlEYSvVi']",735433371,"Hip Hop, Electronic","french house, electronic, electro",Starboy,2016-11-25,Universal Republic Records,2016-11-25,day,album
2sYFUcurlISdHlAsnYCEgD,Me Leva Pra Casa / Escrito Nas Estrelas / Saudade - Ao Vivo,['Lauana Prado'],['6TYimByryGphZCtwYopH0y'],17346121,Latin,"sertanejo, sertanejo universitário",Raiz Goiânia (Ao Vivo),2023-10-12,Universal Music Ltda.,2023-10-12,day,album
5PyDJG7SQRgWXefgexqIge,Agora Hills,['Doja Cat'],['5cj0lLjcoR7YOSnhnX0Po5'],202963210,,,Scarlet,2023-09-20,Kemosabe Records/RCA Records,2023-09-20,day,album
2IDf0IZ9dfw0uDYV2n1bJc,DEJA VU,"['Luan Santana', 'Ana Castela']","['3qvcCP2J0fWi0m0uQDUf6r', '2CKOmarVWvWqkNWUatHCex']",33518735,"Country, Latin","sertanejo, sertanejo universitário, arrocha, agronejo, piseiro",DEJA VU,2023-12-07,Sony Music Entertainment,2023-12-07,day,single
7mXuWTczZNxG5EDcjFEuJR,LADY GAGA,"['Peso Pluma', 'Gabito Ballesteros', 'Junior H']","['12GqGscKJx3aE4t07u7eVZ', '6Sbl0NT50roqWvy746MfVf', '7Gi6gjaWy3DxyilpF1a8Is']",102427236,Latin,"corrido, corridos tumbados, corridos bélicos, música mexicana, sad sierreño, electro corridos, banda, sierreño",GÉNESIS,2023-06-29,Double P Records,2023-06-29,day,album
1kuGVB7EU95pJObxwvfwKS,vampire,['Olivia Rodrigo'],['1McMsnEElThX1knmY4oliG'],365278948,,,GUTS,2023-09-08,Olivia Rodrigo PS,2023-09-08,day,album
4uUG5RXrOk84mYEfFvj3cK,I'm Good (Blue),"['David Guetta', 'Bebe Rexha']","['1Cs0zKBU1kc0i8ypK3B9ai', '64M6ah0SkkRsnPGtGiRAbb']",503938935,Electronic,"edm, dance, ",I'm Good (Blue),2022-08-26,Parlophone UK,2022-08-26,day,single
2yzshFeBIwH8tWIqHEFLeD,un x100to,"['Grupo Frontera', 'Bad Bunny']","['6XkjpgcEsYab502Vr1bBeW', '4q3ewBCX7sLwd24euuV69X']",88865140,Latin,"cumbia norteña, banda, norteño, música mexicana, corrido, corridos tumbados, grupera, corridos bélicos, tejano, reggaeton, trap latino, latin, urbano latino",El Comienzo,2023-08-25,Grupo Frontera,2023-08-25,day,album
1Qrg8KqiBpW07V7PNxwwwL,Kill Bill,['SZA'],['7tYKF4w9nC0nq9CsPZTHyP'],714103196,R&B,r&b,SOS,2022-12-08,Top Dawg Entertainment/RCA Records,2022-12-08,day,album
2HafqoJbgXdtjwCOvNEF14,Si No Estás,['iñigo quintero'],['0jbo7KFNMiIkfBR6ih0yhm'],195851975,,,Si No Estás,2022-09-23,Acqustic,2022-09-23,day,single
0VjIjW4GlUZAMYd2vXMi3b,Blinding Lights,['The Weeknd'],['1Xyo4u8uXC1ZmMpatF05PJ'],648638417,,,After Hours,2020-03-20,Republic Records,2020-03-20,day,album
7DSAEUvxU8FajXtRloy8M0,Flowers,['Miley Cyrus'],['5YGY8feqx7naU7z4HrwZM6'],673589859,,,Endless Summer Vacation,2023-08-18,Columbia,2023-08-18,day,album
7ABLbnD53cQK00mhcaOUVG,LALA,['Myke Towers'],['7iK8PXO48WeuP03g8YR51W'],145414980,Latin,"reggaeton, trap latino, urbano latino",LA VIDA ES UNA,2023-03-23,WEA Latina,2023-03-23,day,album
25OeKzcqakFPaJlXHPE5lm,Primera Cita,['Carin Leon'],['66ihevNkSYNzRAl44dx6jJ'],103754046,Latin,"banda, norteño, sierreño, corrido, grupera, ranchera, sad sierreño, música mexicana",Colmillo De Leche,2023-05-19,Socios Music LLC,2023-05-19,day,album
1odExI7RdWc4BT515LTAwj,Daylight,['David Kushner'],['33NVpKoXjItPwUJTMZIOiY'],399931866,,,Daylight,2023-04-14,"Miserable Music Group, LLC",2023-04-14,day,single
4MjDJD8cW7iVeWInc2Bdyj,MONACO,['Bad Bunny'],['4q3ewBCX7sLwd24euuV69X'],102516076,Latin,"reggaeton, trap latino, latin, urbano latino",nadie sabe lo que va a pasar mañana,2023-10-13,Rimas Entertainment LLC,2023-10-13,day,album
2OWv3lRR8PtOVuHWzQNRs2,ROMPE LA DOMPE,"['Peso Pluma', 'Junior H', 'Oscar Maydon']","['12GqGscKJx3aE4t07u7eVZ', '7Gi6gjaWy3DxyilpF1a8Is', '3l9G1G9MxH6DaRhwLklaf5']",70361336,Latin,"corrido, corridos tumbados, corridos bélicos, música mexicana, sad sierreño, electro corridos, banda, sierreño",ROMPE LA DOMPE,2023-12-28,2023 Double P Records,2023-12-28,day,single
1s7oOCT8vauUh01PbJD6ps,Calm Down (with Selena Gomez),"['Rema', 'Selena Gomez']","['46pWGuE3dSwY3bMMXGBvVS', '0C8ZW7ezQVs4URX5aX7Kqx']",112264619,"Traditional music, R&B, Pop","afrobeats, afrobeat, afropop, afropiano, pop",Rave & Roses Ultra,2023-04-27,Mavin Records / Jonzing World,2023-04-27,day,album
01qFKNWq73UfEslI0GvumE,3D (feat. Jack Harlow),"['Jung Kook', 'Jack Harlow']","['6HaGTQPmzraVmaVxvz6EUc', '2LIk90788K0zvyj2JJVwkJ']",177339919,Pop,"k-pop, ",3D : The Remixes,2023-10-02,BIGHIT MUSIC,2023-10-02,day,album
59NraMJsLaMCVtwXTSia8i,Prada,"['cassö', 'RAYE', 'D-Block Europe']","['5wCmhq5J2hPwL2r0eKurxn', '5KKpBU5eC2tJDzf0wmlRp2', '5VadK1havLhK1OpKYsXv9y']",327367590,"Electronic, Pop","grime, uk drill",Prada,2023-08-11,Ministry of Sound Recordings,2023-08-11,day,single
0cGpKQ8RxxLOFqhktEURIj,wherever u r (feat. V of BTS),"['UMI', 'V']","['4ClziihVpBeFXNyDH83Lde', '3JsHnjpbhX4SnySpvpa9DK']",15403344,Pop,k-pop,wherever u r (feat. V of BTS),2023-12-30,Sony Music Labels Inc.,2023-12-30,day,single
3hRV0jL3vUpRrcy398teAU,The Night We Met,['Lord Huron'],['6ltzsmQQbmdoHHbLZ4ZN25'],937759466,,,Strange Trails,2015-04-06,Play It Again Sam,2015-04-06,day,album
2N0SPREDYqILVEFSsWF5N5,Love Me Again,['V'],['3JsHnjpbhX4SnySpvpa9DK'],534345638,Pop,k-pop,Layover,2023-08-11,BIGHIT MUSIC,2023-08-11,day,single
1zv3WFUbZ5vPxFq9I2jAU1,We Found Love,"['Rihanna', 'Calvin Harris']","['5pKCCKE2ajJHZ9KAiaK11H', '7CajNmpbOovFoOoasH2HaY']",365848732,Electronic,edm,Talk That Talk (Explicit),2011-01-01,Def Jam Recordings,2011-01-01,day,album
3qQbCzHBycnDpGskqOWY0E,Ella Baila Sola,"['Eslabon Armado', 'Peso Pluma']","['0XeEobZplHxzM9QzFQWLiR', '12GqGscKJx3aE4t07u7eVZ']",38964537,Latin,"corridos tumbados, sad sierreño, corrido, sierreño, música mexicana, corridos bélicos, electro corridos, banda",DESVELADO,2023-04-28,DEL Records,2023-04-28,day,album
1udwFobQ1JoOdWPQrp2b6u,Surround Sound (feat. 21 Savage & Baby Tate),"['JID', '21 Savage', 'Baby Tate']","['6U3ybJ9UHNKEdsH7ktGBZ7', '1URnnhqYAYcrqrcwql10ft', '3IJ21966TwNZI24MwZHMu4']",160429321,,,The Forever Story (Extended Version),2022-10-31,Dreamville/Interscope,2022-10-31,day,album
2LBqCSwhJGcFQeTHMVGwy3,Die For You,['The Weeknd'],['1Xyo4u8uXC1ZmMpatF05PJ'],607956917,,,Starboy,2016-11-24,Universal Republic Records,2016-11-24,day,album
6wf7Yu7cxBSPrRlWeSeK0Q,What Was I Made For? [From The Motion Picture  Barbie ],['Billie Eilish'],['6qqNVTkY8uBg9cP3Jd7DAH'],549551803,,,What Was I Made For? [From The Motion Picture  Barbie ],2023-07-13,Darkroom/Interscope Records,2023-07-13,day,single
4rXLjWdF2ZZpXCVTfWcshS,fukumean,['Gunna'],['2hlmm7s2ICUX0LVIhVFlZQ'],265211084,Hip Hop,melodic rap,a Gift & a Curse,2023-06-16,300 Entertainment,2023-06-16,day,album
7yDHHVKLbvDmVw1XXhDDIO,Pehle Bhi Main,"['Vishal Mishra', 'Raj Shekhar']","['5wJ1H6ud777odtZl5gG507', '2DFCHTDIA0t638a4mm37dK']",68535516,"Hip Hop, Pop","hindi pop, bollywood, desi",ANIMAL,2023-11-24,T-Series,2023-11-24,day,album
4iZ4pt7kvcaH6Yo8UoZ4s2,Snooze,['SZA'],['7tYKF4w9nC0nq9CsPZTHyP'],559483311,R&B,r&b,SOS,2022-12-09,Top Dawg Entertainment/RCA Records,2022-12-09,day,album
4OMJGnvZfDvsePyCwRGO7X,Houdini,['Dua Lipa'],['6M2wZ9GZgrQXHCFfjv46we'],296395853,Pop,pop,Houdini,2023-11-09,Warner Records,2023-11-09,day,single
4KULAymBBJcPRpk1yO4dOG,I Remember Everything (feat. Kacey Musgraves),"['Zach Bryan', 'Kacey Musgraves']","['40ZNYROS4zLfyyBSs2PGe2', '70kkdajctXSbqSMJbQO424']",612428147,Country,"country, red dirt, ",Zach Bryan,2023-08-25,Warner Records,2023-08-25,day,album
3Ua0m0YmEjrMi9XErKcNiR,Like Crazy,['Jimin'],['1oSPZhvZMIrWW5I41kPkkY'],381205232,Pop,k-pop,FACE,2023-03-24,BIGHIT MUSIC,2023-03-24,day,single
2QjOHCTQ1Jl3zawyYOpxh6,Sweater Weather,['The Neighbourhood'],['77SW9BnxLY8rJ0RciFqkHh'],576733054,,,I Love You.,2013-04-22,Columbia,2013-04-22,day,album
6XbtvPmIpyCbjuT0e8cQtp,Columbia,['Quevedo'],['52iwsT98xCoGgiGntTiR7K'],114903903,Latin,reggaeton,Columbia,2023-07-07,Quevedo,2023-07-07,day,single
5HR7yfhSCeoOHRQN05XnZQ,QUE VUELVAS,"['Grupo Frontera', 'Carin Leon']","['6XkjpgcEsYab502Vr1bBeW', '66ihevNkSYNzRAl44dx6jJ']",9237753,Latin,"cumbia norteña, banda, norteño, música mexicana, corrido, corridos tumbados, grupera, corridos bélicos, tejano, sierreño, ranchera, sad sierreño",El Comienzo,2023-08-25,Grupo Frontera,2023-08-25,day,album
7yq4Qj7cqayVTp3FF9CWbm,Riptide,['Vance Joy'],['10exVja0key0uqUkk6LJRT'],423537998,Pop,folk pop,Dream Your Life Away,2014-09-08,F-Stop Records/Atlantic,2014-09-08,day,album
003vvx7Niy0yvhvHt4a68B,Mr. Brightside,['The Killers'],['0C0XlULifJtAgn6ZNCW2eu'],304466937,Rock,alternative rock,Hot Fuss,2004-00-00,Island Records,2004,year,album
3tt9i3Hhzq84dPS8H7iSiJ,La Bachata,['Manuel Turizo'],['0tmwSHipWxN12fsoLcFU3B'],504540762,"Pop, Latin","reggaeton, latin, colombian pop",2000,2023-03-17,Sony Music Latin/La Industria,2023-03-17,day,album
4kLLWz7srcuLKA7Et40PQR,I Gotta Feeling,['Black Eyed Peas'],['1yxSLGMDHlW21z4YXirZDS'],3813555,,,THE E.N.D. (THE ENERGY NEVER DIES) [Deluxe Version],2009-01-01,Interscope,2009-01-01,day,album
7KA4W4McWYRpgf0fWsJZWB,See You Again (feat. Kali Uchis),"['Tyler, The Creator', 'Kali Uchis']","['4V8LLVI7PbaPR0K2TGSxFF', '1U1el3k54VvEUzo3ybLPlM']",740328560,,,Flower Boy,2017-07-21,Columbia,2017-07-21,day,album
4loIMejzvt11s97SGVEat8,Poco A Poco,"['Xavi', 'Los Dareyes De La Sierra']","['3Me35AWHCGqW4sZ7bWWJt1', '1ZMJSCQw8DIefcLb1FIpY0']",129518080,Latin,"corridos tumbados, corrido, corridos bélicos, sad sierreño, música mexicana, banda, electro corridos, sierreño",Poco A Poco,2023-09-21,Interscope Records,2023-09-21,day,single
1Iq8oo9XkmmvCQiGOfORiz,Is It Over Now? (Taylor's Version) (From The Vault),['Taylor Swift'],['06HL4z0CvFAxyc27GXpf02'],141319485,,,1989 (Taylor's Version),2023-10-26,Taylor Swift,2023-10-26,day,album
7jtQIBanIiJOMS6RyCx6jZ,Another Love,['Tom Odell'],['2txHhyCwHjUEpJjWrEyqyX'],684268924,,,Long Way Down,2013-06-17,ITNO/Columbia,2013-06-17,day,album
35D06z7kmwMmYYbyJ0BkSm,Daqui pra Sempre,"['Manu', 'Simone Mendes']","['0CdnnCbbKD4oIzBmxi2o7r', '2eK9gcJQ6uqVvJL63dnOM3']",1455317,"Country, Latin","tecnobrega, sertanejo, forró, piseiro, brega, arrocha, seresta, sertanejo universitário, agronejo",Daqui pra Sempre,2023-09-22,manuoficial,2023-09-22,day,single
6JIC3hbC28JZKZ8AlAqX8h,Cold Heart - PNAU Remix,"['Elton John', 'Dua Lipa', 'PNAU']","['3PhoLpVuITZKcymswpck5b', '6M2wZ9GZgrQXHCFfjv46we', '6n28c9qs9hNGriNa72b26u']",224690565,Pop,"pop, ",The Lockdown Sessions,2021-10-22,EMI,2021-10-22,day,album
2InS5VWKJQbsFBKOsf1cJB,Let's Go 4,"['Dj GBR', 'Mc IG', 'MC Ryan SP', 'MC PH', 'Mc Davi', 'Mc Luki', 'Mc Don Juan', 'Mc Kadu', 'TrapLaudo', 'MC GP', 'MC GH do 7']","['0IhzJFf4QBEz0ifqLwScKV', '2q9wk5fkeU2C9CgCKdh4AN', '75i9GaW2MJUgt4BkdUnuUY', '4PLdCloYxu2bMKfuuB9lI5', '1cYhx7ZOhYoVmnDPb9KMwo', '3I44LJGCaI0gSPPz3n16xn', '7Lmrb6KcIzfkmgbtokjsAL', '21ELc2P2rA3Cu6xw3VWqvv', '39QiJaZ1HzRcpY9xlMKCsF', '5s27i7oqhNWIcE4HeoVdq0', '5XUMgbLR3zyRPesnTQY31C']",21049258,"Hip Hop, R&B, Latin, Electronic","funk, brazilian funk, funk consciente, trap funk, brazilian trap",Let's Go 4,2023-08-29,GR6 Music,2023-08-29,day,single
2YSzYUF3jWqb9YP9VXmpjE,IDGAF (feat. Yeat),"['Drake', 'Yeat']","['3TVXtAsR1Inumwj472S9r4', '3qiHUAX7zY4Qnjx8TNUzVx']",106584420,Hip Hop,"rap, hip hop, rage rap",For All The Dogs,2023-10-06,OVO/Republic,2023-10-06,day,album
1a73gcEg6h6Re6hHXoVltJ,FTCU,['Nicki Minaj'],['0hCNtLu0JehylgoiP8L4Gh'],55575826,,,Pink Friday 2,2023-12-08,Republic Records,2023-12-08,day,album
0V3wPSX9ygBnCm8psDIegu,Anti-Hero,['Taylor Swift'],['06HL4z0CvFAxyc27GXpf02'],190382536,,,Midnights,2022-10-21,Taylor Swift,2022-10-21,day,album
1mea3bSkSGXuIRvnydlB5b,Viva La Vida,['Coldplay'],['4gzpq5DPGxSnKTe4SA8HAU'],654495113,,,Viva La Vida or Death and All His Friends,2008-06-06,Parlophone UK,2008-06-06,day,album
1dGr1c8CrMLDpV6mPbImSI,Lover,['Taylor Swift'],['06HL4z0CvFAxyc27GXpf02'],273291940,,,Lover,2019-08-23,Taylor Swift,2019-08-23,day,album
7aPsseax6rNFyipHn9A5CR,La Morocha,"Luck Ra, BM","4kcQWQDK0u9AftVSpdrAgk, 5TP8Ubo4jLKEi4Mw2O8fAk",1411849,"Hip Hop, Latin","cuarteto, cumbia, argentine trap, rkt, turreo",La Morocha,2023-07-07,Sony Music Entertainment Chile S.A,2023-07-07,day,single
6RcAHyC5sAUIbPTkhOQwd8,Y LLORO,['Junior H'],['7Gi6gjaWy3DxyilpF1a8Is'],230568905,Latin,"corridos tumbados, corrido, corridos bélicos, sad sierreño, sierreño, música mexicana, banda",$AD BOYZ 4 LIFE II,2023-10-05,WEA Latina,2023-10-05,day,album
7g7I8fjEERZH8DH3e6MUw7,Canudinho - Ao Vivo,"['Gusttavo Lima', 'Ana Castela']","['7MiDcPa6UiV3In7lIM71IN', '2CKOmarVWvWqkNWUatHCex']",2417329,"Country, Latin","sertanejo, sertanejo universitário, arrocha, agronejo, piseiro, forró",Paraíso Particular Vol. 01 (Ao Vivo),2023-12-21,Sony Music Entertainment,2023-12-21,day,album
42JNab8NPeCADJ9D3Cl5wS,Barulho Do Foguete - Ao Vivo,['Zé Neto & Cristiano'],['487N2T9nIPEHrlTZLL3SQs'],1393475,"Country, Latin","sertanejo, sertanejo universitário, arrocha, agronejo","Escolhas, Vol. 2 (Ao Vivo)",2023-06-22,Som Livre,2023-06-22,day,album
7yIIeKUxTpn36X6CFJhgEi,Reggaeton Champagne,"['Bellakath', 'Dani Flow']","['4yjm4SvYqC5FFuLbB6TyHr', '1yX62RHdYysNcIrO33WQxJ']",18179921,"Latin, Electronic","reggaeton mexa, reggaeton, neoperreo, electro corridos",Kittyponeo,2023-10-05,La Mafia del Perreo,2023-10-05,day,album
2WfaOiMkCvy7F5fcp2zZ8L,Take on Me,['a-ha'],['2jzc5TC5TVFLXQlBNiIUzE'],332207969,"Rock, Pop","new wave, synthpop",Hunting High and Low,1985-06-01,Rhino,1985-06-01,day,album
4GvEuYAfJlICR2SpMDaBxQ,ANDO,"['Jere Klein', 'Gittobeatz']","['35oGZihZclGoTVuICPXRP9', '4rRwh9ghjocFABAwIwnunp']",109826041,"Latin, Hip Hop","reggaeton chileno, chilean mambo, chilean trap, rkt, mambo, turreo",ÉNFASIS,2023-12-01,Jere Klein,2023-12-01,day,album
1yeB8MUNeLo9Ek1UEpsyz6,Rich Baby Daddy (feat. Sexyy Red & SZA),"['Drake', 'Sexyy Red', 'SZA']","['3TVXtAsR1Inumwj472S9r4', '3DbwFQlvLxRSi2uX8mf81A', '7tYKF4w9nC0nq9CsPZTHyP']",190008355,"Hip Hop, R&B","rap, hip hop, r&b",For All The Dogs,2023-10-06,OVO/Republic,2023-10-06,day,album
3E7dfMvvCLUddWissuqMwr,Party In The U.S.A.,['Miley Cyrus'],['5YGY8feqx7naU7z4HrwZM6'],10268811,,,The Time Of Our Lives (International Version),2009-01-01,Hollywood Records,2009-01-01,day,album
0RiRZpuVRbi7oqRdSMwhQY,Sunflower - Spider-Man: Into the Spider-Verse,"['Post Malone', 'Swae Lee']","['246dkjvS1zLTtiykXe5h60', '1zNqQNIdeOUZHb8zbZRFMX']",535571623,,,Hollywood's Bleeding,2019-09-06,Republic Records,2019-09-06,day,album
3USxtqRwSYz57Ewm6wWRMp,Heat Waves,['Glass Animals'],['4yvcSjfu4PC0CYQyLy4wSq'],288064227,,,Dreamland,2020-08-07,Polydor Records,2020-08-07,day,album
3k6q0O9JnO2GhvD6C8fs20,Closer Than This,['Jimin'],['1oSPZhvZMIrWW5I41kPkkY'],19871566,Pop,k-pop,Closer Than This,2023-12-22,BIGHIT MUSIC,2023-12-22,day,single
3AJwUDP919kvQ9QcozQPxg,Yellow,['Coldplay'],['4gzpq5DPGxSnKTe4SA8HAU'],712065956,,,Parachutes,2000-07-10,Parlophone UK,2000-07-10,day,album
22skzmqfdWrjJylampe0kt,Can't Hold Us (feat. Ray Dalton),"['Macklemore', 'Ryan Lewis', 'Macklemore & Ryan Lewis', 'Ray Dalton']","['3JhNCzhSMTxs9WLGJJxWOY', '5mZJerulcERBZV7xnhrVp1', '5BcAKTbp20cv7tC5VqPFoC', '4e0nWw2r4BoQSKPQ2zpU13']",439252508,,,The Heist,2012-10-09,Macklemore,2012-10-09,day,album
0GjEhVFGZW8afUYGChu3Rr,Dancing Queen,['ABBA'],['0LcJLqbBmaGUft1e9Mm8HV'],7077176,,,Arrival,1976-00-00,Polar Music International AB,1976,year,album
567e29TDzLwZwfDuEpGTwo,STAY (with Justin Bieber),"['The Kid LAROI', 'Justin Bieber']","['2tIP7SsRs7vjIcLrU85W8J', '1uNFoZAHBGtllmzznpCI3s']",441016224,,,F*CK LOVE 3+: OVER YOU,2021-07-27,Columbia,2021-07-27,day,album
1hZsWUnLbqRw09jLAMQSsb,CLASSY 101,"['Feid', 'Young Miko']","['2LRoIwlKmHjgvigdNGBHNo', '3qsKSpcV3ncke3hw52JSMB']",131305223,Latin,"reggaeton, urbano latino, trap latino",FERXXOCALIPSIS,2023-12-01,UMLE - Latino,2023-12-01,day,album
