song_name,artist_names,genres,parent_genres,album,release_date,spotify_track_id,album_label,ISRC,yearly_streams,artist_ids
Dance Monkey,Tones And I,,,Dance Monkey,2019-05-10,1rgnBhdG2JDFTbYkYRZAku,Sony Music Entertainment,QZES71982312,1196397504,2NjfBq1NflQcKSeiDooVjY
ROXANNE,Arizona Zervas,,,ROXANNE,2019-10-10,696DnlkuDOXcMAnKlTgXXK,Arizona Zervas,USSM11914320,695769238,0vRvGUQVUjytro0xpb26bs
Tusa,"KAROL G, Nicki Minaj","reggaeton, latin, urbano latino, ",Latin,Tusa,2019-11-07,7k4t7uLgtOxPwTpFmtJNTY,TUSA - Karol G & Nicki Minaj,USUM71921183,765223780,"790FomKkXshlbRYZFtlgla, 0hCNtLu0JehylgoiP8L4Gh"
Circles,Post Malone,,,Hollywood's Bleeding,2019-09-06,21jGcNKet2qwijlDFuPiPb,Republic Records,USUM71915699,694285022,246dkjvS1zLTtiykXe5h60
Memories,Maroon 5,pop,Pop,Memories,2019-09-20,2b8fOow8UzyDFAE27YhOZM,222 Records/Interscope Records,USUM71913350,628945283,04gDigrS5kc9YWfZHwBETP
Falling,Trevor Daniel,,,Falling,2018-10-05,4TnjEaWOeW0eKTKIEvJyCa,Alamo Records,USUYG1221109,318593165,7uaIm6Pw7xplS8Dy06V6pT
Don't Start Now,Dua Lipa,pop,Pop,Don't Start Now,2019-10-31,6WrI0LAC5M1Rw2MnX2ZvEg,Warner Records,GBAHT1901121,372387921,6M2wZ9GZgrQXHCFfjv46we
RITMO (Bad Boys For Life),"Black Eyed Peas, J Balvin","reggaeton, latin",Latin,RITMO (Bad Boys For Life),2019-10-12,6cy3ki60hLwimwIje7tALf,Epic/We The Best,USSM11912430,293888998,"1yxSLGMDHlW21z4YXirZDS, 1vyhD5VmyZ7KMfW5gqLgo5"
Señorita,"Shawn Mendes, Camila Cabello",pop,Pop,Shawn Mendes (Deluxe),2019-06-19,6v3KW9xbzN5yKLt9YKDYA2,Island Records,USUM71911283,569344192,"7n2wHs1TKAczGzO7Dd2rGr, 4nDoRrQiYLoBzwC5BhVJzF"
Blinding Lights,The Weeknd,,,Blinding Lights,2019-11-29,0sf12qNH5qcw8qpgymFOqD,Republic Records,USUG11904206,418324823,1Xyo4u8uXC1ZmMpatF05PJ
The Box,Roddy Ricch,melodic rap,Hip Hop,Please Excuse Me for Being Antisocial,2019-12-06,0nbXyq5TXYPCO7pr3N8S4I,Atlantic Records,USAT21906978,1036463444,757aE44tKEUQEqRuT6GnEB
bad guy,Billie Eilish,,,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",2019-03-29,2Fxmhks0bxGSBdJ92vM42m,Darkroom/Interscope Records,USUM71900764,562076195,6qqNVTkY8uBg9cP3Jd7DAH
everything i wanted,Billie Eilish,,,everything i wanted,2019-11-13,3ZCTVFBt2Brf31RLEnCkWJ,Darkroom/Interscope Records,USUM71922577,550249358,6qqNVTkY8uBg9cP3Jd7DAH
Someone You Loved,Lewis Capaldi,soft pop,Pop,Divinely Uninspired To A Hellish Extent,2019-05-17,7qEHsqek33rTcFNT9PFqLf,Vertigo Berlin,DEUM71807062,787306360,4GNC7GD6oZMSxPGyXy4MNB
Adore You,Harry Styles,,,Fine Line,2019-12-13,3jjujdWJ72nww5eGnfs2E7,Columbia,USSM11912588,596575002,6KImCVD70vtIoJWnq6nGn3
Vete,Bad Bunny,"reggaeton, trap latino, latin, urbano latino",Latin,Vete,2019-11-21,5DxXgozhkPLgrbKFY91w0c,Rimas Entertainment LLC,QMFME1914637,116749621,4q3ewBCX7sLwd24euuV69X
My Oh My (feat. DaBaby),"Camila Cabello, DaBaby","pop, ",Pop,Romance,2019-12-06,3yOlyBJuViE2YSGn3nVE1K,Syco Music/Epic,USSM11914257,251076877,"4nDoRrQiYLoBzwC5BhVJzF, 4r63FhuTkUYltbVAg5TQnk"
Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",,,Hollywood's Bleeding,2019-09-06,0RiRZpuVRbi7oqRdSMwhQY,Republic Records,USUM71814888,475301041,"246dkjvS1zLTtiykXe5h60, 1zNqQNIdeOUZHb8zbZRFMX"
hot girl bummer,blackbear,,,hot girl bummer,2019-08-23,7aiClxsDWFRQ0Kzk5KI5ku,Beartrap/ Alamo/ Interscope Records,USUG11902959,291630239,2cFrymmkijnjDg9SS92EPM
China,"Anuel AA, Daddy Yankee, KAROL G, J Balvin, Ozuna","reggaeton, trap latino, urbano latino, latin",Latin,China,2019-07-19,2ksOAxtIxY8yElEWw8RhgK,"2019 Real Hasta La Muerte, LLC.",QM6P41952433,169925838,"2R21vXR83lH98kGeO99Y66, 4VMYDCV2IEDYJArk749S6m, 790FomKkXshlbRYZFtlgla, 1vyhD5VmyZ7KMfW5gqLgo5, 1i8SpTcr7yvPOmcqrbnVXY"
Lose You To Love Me,Selena Gomez,pop,Pop,Lose You To Love Me,2019-10-23,1HfMVBKM75vxSfsQ5VefZ5,Interscope Records,USUM71918727,21535056,0C8ZW7ezQVs4URX5aX7Kqx
BOP,DaBaby,,,KIRK,2019-09-27,6Ozh9Ok6h4Oi1wUSLtBseN,South Coast Music Group/Interscope Records,USUM71918972,217942418,4r63FhuTkUYltbVAg5TQnk
Ride It,Regard,,,Ride It,2019-07-26,2tnVG71enUj33Ic2nFN6kZ,Ministry of Sound Recordings,GBCEN1900047,449226281,4ofCBoyEiGSePFAG500xev
Watermelon Sugar,Harry Styles,,,Fine Line,2019-12-13,6UelLqGlWMcVH1E5c4H7lY,Columbia,USSM11912587,853568745,6KImCVD70vtIoJWnq6nGn3
HIGHEST IN THE ROOM,Travis Scott,rap,Hip Hop,HIGHEST IN THE ROOM,2019-10-04,3eekarcy7kvN4yt5ZFzltW,Cactus Jack/Epic,USSM11904276,473186413,0Y5tJX1MQlPlqiwlOH1tJY
Bandit (with YoungBoy Never Broke Again),"Juice WRLD, YoungBoy Never Broke Again","melodic rap, emo rap, ",Hip Hop,Bandit (with YoungBoy Never Broke Again),2019-10-04,6Gg1gjgKi2AK4e0qzsR7sd,Grade A Productions/Interscope Records,USUG11903492,222244180,"4MCBfE4596Uoi2O4DtmEMz, 7wlFDEWiM5OoIAt8RSli8b"
I Don't Care (with Justin Bieber),"Ed Sheeran, Justin Bieber","soft pop, ",Pop,No.6 Collaborations Project,2019-07-12,0hVXuCcriWRGvwMV1r5Yn9,Atlantic Records UK,GBAHS1900672,369457486,"6eUKZXaKkcviH0Ku9w2n3V, 1uNFoZAHBGtllmzznpCI3s"
Fantasias,"Rauw Alejandro, Farruko","reggaeton, urbano latino, trap latino, latin",Latin,Fantasias,2019-08-29,6mAN61JH0dzyZpWslS11jy,"(SME US Latin) Duars Entertainment, Corp. (2)",QM6P41989279,182089115,"1mcTU81TzQhprhouKaTkpq, 329e4yvIujISKGKz1BZZbO"
Beautiful People (feat. Khalid),"Ed Sheeran, Khalid","soft pop, ",Pop,No.6 Collaborations Project,2019-07-12,70eFcWOvlMObDhURTqT4Fv,Atlantic Records UK,GBAHS1900885,303538986,"6eUKZXaKkcviH0Ku9w2n3V, 6LuN9FCkKOj5PcnpouEgny"
Lucid Dreams,Juice WRLD,"melodic rap, emo rap",Hip Hop,Goodbye & Good Riddance,2018-12-10,285pBltuF7vW8TeWk8hdRR,Juice WRLD Mixtape / ISR P&D,USUG11800685,433820132,4MCBfE4596Uoi2O4DtmEMz
Heartless,The Weeknd,,,Heartless,2019-11-27,57vxBYXtHMk6H1aD29V7PU,Republic Records,USUG11904007,91956723,1Xyo4u8uXC1ZmMpatF05PJ
No Idea,Don Toliver,,,No Idea,2019-05-29,3VyjsVV24RmBIbWJAeUJNu,Cactus Jack / Atlantic,USAT21903300,102925487,4Gso3d4CscCijv0lmajZWs
Old Town Road (feat. Billy Ray Cyrus) - Remix,"Lil Nas X, Billy Ray Cyrus",,,7,2019-06-21,2YpeDb67231RjR0MgVLzsG,Columbia,USSM11902498,175008922,"7jVv8c5Fj3E9VhNjxT4snq, 60rpJ9SgigSd16DOAG7GSa"
Futsal Shuffle 2020,Lil Uzi Vert,melodic rap,Hip Hop,Futsal Shuffle 2020,2019-12-12,2Ec33AVlkTTq8BHFgBTdQs,Generation Now/Atlantic,USAT21907135,78377915,4O15NlyKLIASxsJ0PrXPfz
LA CANCIÓN,"J Balvin, Bad Bunny","reggaeton, latin, trap latino, urbano latino",Latin,OASIS,2019-06-28,0fea68AdmYNygeTGI4RC18,Universal Music Latino / Rimas,USUM71911618,182726371,"1vyhD5VmyZ7KMfW5gqLgo5, 4q3ewBCX7sLwd24euuV69X"
HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX,"Travis Scott, ROSALÍA, Lil Baby","rap, latin, ","Latin, Hip Hop",JACKBOYS,2019-12-27,7h0d2h0fUmzbs7zeFigJPn,Cactus Jack/Epic,USSM11914991,54318073,"0Y5tJX1MQlPlqiwlOH1tJY, 7ltDVBr6mKbRvohxheJ9h1, 5f7VJjfbwm532GiveGC0ZK"
Callaita,"Bad Bunny, Tainy","reggaeton, trap latino, latin, urbano latino",Latin,Callaita,2019-05-31,2TH65lNHgvLxCKXM3apjxI,Rimas Entertainment LLC,QM6N21919851,148452729,"4q3ewBCX7sLwd24euuV69X, 0GM7qgcRCORpGnfcN2tCiB"
7 rings,Ariana Grande,pop,Pop,"thank u, next",2019-02-08,6ocbgoVGwYJhOv1GgI9NsF,Republic Records,USUM71900110,328305048,66CXWjxzNUsdJxJ2JdwvnR
Before You Go,Lewis Capaldi,soft pop,Pop,Divinely Uninspired To A Hellish Extent (Extended Edition),2019-11-22,2gMXnyrvIjhVBUZwvLZDMP,Vertigo Berlin,DEUM71905868,638137662,4GNC7GD6oZMSxPGyXy4MNB
Que Tire Pa Lante,Daddy Yankee,"reggaeton, latin",Latin,Que Tire Pa Lante,2019-10-18,6RyaV7owmVU6fzEPE17sF1,El Cartel Records (EC3),US2BU1901810,66641925,4VMYDCV2IEDYJArk749S6m
Lalala,"Y2K, bbno$",meme rap,Hip Hop,Lalala,2019-06-28,51Fjme0JiitpyXKuyQiCDo,Columbia,USSM11904230,185455999,"6USMTwO0MNDnKte5a5h0xx, 41X1TR6hrK8Q2ZCpp2EqCz"
Hola - Remix,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow","reggaeton, urbano latino, trap latino, argentine trap","Hip Hop, Latin",Hola (Remix),2019-11-01,5stPVcRqb4qixbafP9e8lt,Rich Music,QM9WM1900166,241410117,"0KPX4Ucy9dk82uj4GpKesn, 1pQWsZQehhS4wavwh7Fnxd, 37230BxxYs9ksS7OkZw3IU, 2LmcxBak1alK1bf7d1beTr, 3fZk3Gm5dN5v5yfYMQ04Bx"
Whine Up,"Nicky Jam, Anuel AA","reggaeton, latin, trap latino, urbano latino",Latin,Intimo,2019-11-01,2pWOMNQJW3g2zmGjP0Vkb0,Sony Music Latin,USSD11900378,89567278,"1SupJlEpv7RS2tPNRaHViT, 2R21vXR83lH98kGeO99Y66"
How Do You Sleep?,Sam Smith,soft pop,Pop,How Do You Sleep?,2019-07-19,6b2RcmUt1g9N9mQ3CbjX2Y,PLG - Capitol,GBUM71902381,125633677,2wY79sveU1sp5g7SokKOiI
No Me Conoce - Remix,"JHAYCO, J Balvin, Bad Bunny","reggaeton, trap latino, urbano latino, latin",Latin,Famouz,2019-05-24,4R8BJggjosTswLxtkw8V7P,N&E Entertainment LLC,USUM71908293,174860933,"6nVcHLIgY5pE2YCl8ubca1, 1vyhD5VmyZ7KMfW5gqLgo5, 4q3ewBCX7sLwd24euuV69X"
Lose Control,"MEDUZA, Becky Hill, Goodboys",,,Lose Control,2019-10-11,7CHi4DtfK4heMlQaudCuHK,Virgin,DEUM71905792,346838766,"0xRXCcSX89eobfrshSVdyu, 4EPJlUEBy49EX1wuFOvtjK, 2nm38smINjms1LtczR0Cei"
"10,000 Hours (with Justin Bieber)","Dan + Shay, Justin Bieber","country, ",Country,"10,000 Hours (with Justin Bieber)",2019-10-04,2wrJq5XKLnmhRXHIAf9xBa,Warner Music Nashville,USWB11902440,282528818,"7z5WFjZAIYejWy0NI5lv4T, 1uNFoZAHBGtllmzznpCI3s"
Sigues Con El,"Arcángel, Sech, Dímelo Flow","reggaeton, trap latino, urbano latino",Latin,Sigues Con El,2019-12-13,7sQKy5vlPQllr0k9IjYJv3,Rimas Entertainment LLC.,QMFME1942300,265912704,"4SsVbpTthjScTS7U2hmr1X, 77ziqFxp5gaInVrF2lj4ht, 3fZk3Gm5dN5v5yfYMQ04Bx"
Good as Hell (feat. Ariana Grande) - Remix,"Lizzo, Ariana Grande",pop,Pop,Good as Hell (feat. Ariana Grande) [Remix],2016-00-00,07Oz5StQ7GRoygNLaXs2pd,Nice Life/Atlantic,USAT21906086,43394231,"56oDRnqbIiwx4mymNEv7dS, 66CXWjxzNUsdJxJ2JdwvnR"
Ayy Macarena,Tyga,,,Ayy Macarena,2019-11-13,6LcauUZjF1eXQrgqMUecHX,Columbia/Last Kings Records,USQX91903309,101615160,5LHRHt1k9lMyONurDHEdrp
Ballin' (with Roddy Ricch),"Mustard, Roddy Ricch",melodic rap,Hip Hop,Perfect Ten,2019-06-28,3QzAOrNlsabgbMwlZt7TAY,10 Summers Records/Interscope Records,USUM71911808,245898364,"0YinUQ50QDB7ZxSCLyQ40k, 757aE44tKEUQEqRuT6GnEB"
Happier,"Marshmello, Bastille","edm, ",Electronic,Happier,2018-08-17,2dpaYNEQHiRxtZbfNsse99,Astralwerks,USUG11801651,259519895,"64KEffDW9EtZ1y2vBYgq8T, 7EQ0qTo7fWT7DPxmxtSYEc"
Suicidal,YNW Melly,melodic rap,Hip Hop,Melly vs. Melvin,2019-11-22,1iSqfoUFnQwV0QW1EfUit8,P2019,QMCE31902585,169739556,1cNDP5yjU5vjeR8qMf4grg
South of the Border (feat. Camila Cabello & Cardi B),"Ed Sheeran, Camila Cabello, Cardi B","soft pop, pop, ",Pop,No.6 Collaborations Project,2019-07-12,4vUmTMuQqjdnvlZmAH61Qk,Atlantic Records UK,GBAHS1900714,81925168,"6eUKZXaKkcviH0Ku9w2n3V, 4nDoRrQiYLoBzwC5BhVJzF, 4kYSro6naA4h99UJvo89HB"
Adicto (with Anuel AA & Ozuna),"Tainy, Anuel AA, Ozuna","reggaeton, trap latino, urbano latino, latin",Latin,Adicto (with Anuel AA & Ozuna),2019-08-22,3jbT1Y5MoPwEIpZndDDwVq,NEON16/Interscope Records,USUM71912751,76898464,"0GM7qgcRCORpGnfcN2tCiB, 2R21vXR83lH98kGeO99Y66, 1i8SpTcr7yvPOmcqrbnVXY"
OUT WEST (feat. Young Thug),"JACKBOYS, Travis Scott, Young Thug","rap, melodic rap, trap",Hip Hop,JACKBOYS,2019-12-27,6gi6y1xwmVszDWkUqab1qw,Cactus Jack/Epic,USSM11914988,210499066,"7A8S43ryYdbWpJKeHRZRcq, 0Y5tJX1MQlPlqiwlOH1tJY, 50co4Is1HCEo8bhOyUWKpn"
Ransom,Lil Tecca,"melodic rap, rap",Hip Hop,We Love You Tecca,2019-08-30,1lOe9qE0vR9zwWQAOk6CoO,Republic Records,QZ85M1940160,180168860,4Ga1P7PMIsmqEZqhYZQgDo
Goodbyes (Feat. Young Thug),"Post Malone, Young Thug","rap, melodic rap, trap",Hip Hop,Goodbyes (Feat. Young Thug),2019-07-05,6vBdBCoOhKHiYDDOcorfNo,Republic Records,USUM71912330,141131997,"246dkjvS1zLTtiykXe5h60, 50co4Is1HCEo8bhOyUWKpn"
Con Altura,"ROSALÍA, J Balvin, El Guincho","latin, reggaeton, drill","Hip Hop, Latin",Con Altura,2019-03-28,2qG5sZ7Si6sdK74qLxedYM,Columbia,USSM11900950,35232745,"7ltDVBr6mKbRvohxheJ9h1, 1vyhD5VmyZ7KMfW5gqLgo5, 1oMiDFyAgmIzw9ZBQYHOJI"
Shape of You,Ed Sheeran,soft pop,Pop,÷ (Deluxe),2017-03-03,7qiZfU4dY1lWllzX7mPBI3,Atlantic Records UK,GBAHS1600463,281245247,6eUKZXaKkcviH0Ku9w2n3V
Trampoline,"SHAED, ZAYN",,,Melt (Deluxe),2019-12-27,4HBvwhhYo7YiYXkUDrOHzS,Photo Finish Records,QZ47A1900210,10946828,"3KwmxIhSe9UTSEF37kwngR, 5ZsFI1h6hIdQRw2ti0hz81"
Shallow,"Lady Gaga, Bradley Cooper","art pop, pop, ",Pop,A Star Is Born Soundtrack,2018-10-05,2VxeLyX666F8uXCJ0dZF8B,A Star is Born OST,USUM71813192,374203325,"1HY2Jd0NmPuamShAr6KMms, 4VIvfOurcf0vuLRxLkGnIG"
Truth Hurts,Lizzo,,,Cuz I Love You (Deluxe),2019-05-03,5qmq61DAAOUaW8AUo8xKhh,Nice Life/Atlantic,USAT21703896,20745262,56oDRnqbIiwx4mymNEv7dS
rockstar (feat. 21 Savage),"Post Malone, 21 Savage",,,beerbongs & bentleys,2018-04-27,0e7ipj03S05BNilyu5bRzt,Republic Records,USUM71710087,285024730,"246dkjvS1zLTtiykXe5h60, 1URnnhqYAYcrqrcwql10ft"
Girls Like You (feat. Cardi B) - Cardi B Version,"Maroon 5, Cardi B","pop, ",Pop,Red Pill Blues (Deluxe),2018-06-15,7fa9MBXhVfQ8P8Df9OEbD8,Interscope Records*,USUM71805272,95535677,"04gDigrS5kc9YWfZHwBETP, 4kYSro6naA4h99UJvo89HB"
Wow.,Post Malone,,,Hollywood's Bleeding,2019-09-06,7xQAfvXzm3AkraOtGPWIZg,Republic Records,USUM71822626,160599086,246dkjvS1zLTtiykXe5h60
Bohemian Rhapsody - Remastered 2011,Queen,"classic rock, rock, glam rock",Rock,A Night At The Opera (2011 Remaster),1975-11-21,4u7EnebtmKWzUH433cf5Qv,EMI,GBUM71029604,290814204,1dfeR4HaWDbWqFHLkxsg1d
Liberdade Provisória - Ao Vivo,Henrique & Juliano,"sertanejo, sertanejo universitário, arrocha, agronejo","Country, Latin",Liberdade Provisória (Ao Vivo),2019-12-06,1vG3YuKRYqPwTmNmYgqkpg,WorkShow,BRWNV1900330,27283966,3p7PcrEHaaKLJnPUGOtRlT
when the party's over,Billie Eilish,,,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",2019-03-29,43zdsphuZLzwA9k4DJhU0I,Darkroom/Interscope Records,USUM71815958,315440943,6qqNVTkY8uBg9cP3Jd7DAH
"thank u, next",Ariana Grande,pop,Pop,"thank u, next",2019-02-08,3e9HZxeyfWwjeyPAMmWSSQ,Republic Records,USUM71819361,130785654,66CXWjxzNUsdJxJ2JdwvnR
Piece Of Your Heart,"MEDUZA, Goodboys",,,Piece Of Your Heart,2019-02-01,1DFD5Fotzgn6yYXkYsKiGs,Virgin,DEUM71807719,125768472,"0xRXCcSX89eobfrshSVdyu, 2nm38smINjms1LtczR0Cei"
lovely (with Khalid),"Billie Eilish, Khalid",,,lovely (with Khalid),2018-04-19,0u2P5u6lvoDfwTYjAADbn4,Darkroom,USUM71804190,425423009,"6qqNVTkY8uBg9cP3Jd7DAH, 6LuN9FCkKOj5PcnpouEgny"
Falling,Harry Styles,,,Fine Line,2019-12-13,1ZMiCix7XSAbfAJlEZWMCp,Columbia,USSM11912590,315980516,6KImCVD70vtIoJWnq6nGn3
Psycho,Red Velvet,k-pop,Pop,‘The ReVe Festival’ Finale,2019-12-23,3CYH422oy1cZNoo0GTG1TK,SM Entertainment,KRA301900597,34974964,1z4g3DjTBBZKhvAroFlhOM
Con Calma,"Daddy Yankee, Snow","reggaeton, latin, ",Latin,Con Calma,2019-01-24,5w9c2J52mkdntKOmRLeM2m,El Cartel Records (EC3),US2BU1900125,32126270,"4VMYDCV2IEDYJArk749S6m, 3uZFBSsMiooimnprFL9jD1"
Sucker,Jonas Brothers,,,Happiness Begins,2019-06-07,22vgEDb5hykfaTwLuskFGD,Jonas Brothers Recording,USUG11900515,151223108,7gOdHgIoIKoe4i9Tta6qdD
Robbery,Juice WRLD,"melodic rap, emo rap",Hip Hop,Death Race For Love,2019-03-08,6Hj9jySrnFppAI0sEMCZpJ,Grade A Productions/Interscope Records,USUG11900302,340573761,4MCBfE4596Uoi2O4DtmEMz
Yellow Hearts,Ant Saunders,,,Yellow Hearts,2019-06-18,2W4yABdLc4Jnds67Poi5Nl,Arista Records,QZFYY1901760,48004108,4jpsw9CQS439N0B7SecMgf
Tutu,"Camilo, Pedro Capó","colombian pop, latin pop, latin","Pop, Latin",Tutu,2019-08-09,1nocRtwyNPVtGcIJqfgdzZ,Sony Music Latin,USSD11900263,47009021,"28gNT5KBp7IjEOQoevXf9N, 4QVBYiagIaa6ZGSPMbybpy"
Aventura,"Lunay, Anuel AA, Ozuna","reggaeton, trap latino, urbano latino, latin",Latin,Épico,2019-10-25,37zdqI4r1gswIzczSBkRon,round2media - LaFamilia,USA2P1955936,67617089,"47MpMsUfWtgyIIBEFOr4FE, 2R21vXR83lH98kGeO99Y66, 1i8SpTcr7yvPOmcqrbnVXY"
VIBEZ,DaBaby,,,KIRK,2019-09-27,0fySG6A6qLE8IvDpayb5bM,South Coast Music Group/Interscope Records,USUM71919281,71781202,4r63FhuTkUYltbVAg5TQnk
Lights Up,Harry Styles,,,Fine Line,2019-12-13,4jAIqgrPjKLTY9Gbez25Qb,Columbia,USSM11910404,125272006,6KImCVD70vtIoJWnq6nGn3
Soltera (Remix),"Lunay, Daddy Yankee, Bad Bunny","reggaeton, latin, trap latino, urbano latino",Latin,Épico,2019-10-25,4t9a07PAghtQMRAIP9FQ7Z,round2media - LaFamilia,USA2P1927909,48256195,"47MpMsUfWtgyIIBEFOr4FE, 4VMYDCV2IEDYJArk749S6m, 4q3ewBCX7sLwd24euuV69X"
It's You,Ali Gatie,,,YOU,2019-11-08,5DqdesEfbRyOlSS3Tf6c29,Warner Records,USWB11901154,216843693,4rTv3Ejc7hKMtmoBOK1B4T
Don't Stop Me Now - Remastered 2011,Queen,"classic rock, rock, glam rock",Rock,Jazz (2011 Remaster),1978-11-10,5T8EDUDqKcs6OSOwEsfqG7,EMI,GBUM71029610,45659799,1dfeR4HaWDbWqFHLkxsg1d
"Yo x Ti, Tu x Mi","ROSALÍA, Ozuna","latin, reggaeton, trap latino, urbano latino",Latin,"Yo x Ti, Tu x Mi",2019-08-15,7BlBVFwvbWvcwNcUarQmjk,Columbia,USSM11900596,38967303,"7ltDVBr6mKbRvohxheJ9h1, 1i8SpTcr7yvPOmcqrbnVXY"
Blanco,J Balvin,"reggaeton, latin",Latin,Blanco,2019-11-15,2rc7BkzO8qepMFAxHtOrXc,UMLE - Latino,USUM71922372,78918681,1vyhD5VmyZ7KMfW5gqLgo5
SICKO MODE,Travis Scott,rap,Hip Hop,ASTROWORLD,2018-08-03,2xLMifQCjDGFmkHkpNLD9h,Cactus Jack / Epic,USSM11806660,405325574,0Y5tJX1MQlPlqiwlOH1tJY
Indeciso,"Reik, J Balvin, Lalo Ebratt","latin pop, reggaeton, latin","Latin, Pop",Indeciso,2019-08-23,59s0s39NFWScuHDbHytI14,Indeciso,USUM71915898,52420085,"0vR2qb8m9WHeZ5ByCbimq2, 1vyhD5VmyZ7KMfW5gqLgo5, 1GAymyGBvB4gQy5Z5LZ1Wj"
Money In The Grave (Drake ft. Rick Ross),"Drake, Rick Ross","rap, hip hop, southern hip hop",Hip Hop,The Best In The World Pack,2019-06-15,5ry2OE6R2zPQFDO85XkgRb,Republic Records,USCM51900318,138585214,"3TVXtAsR1Inumwj472S9r4, 1sBkRIssrMs1AbVkOJbc7a"
God's Plan,Drake,"rap, hip hop",Hip Hop,Scorpion,2018-06-29,6DCZcSspjsKoFjzjrWoCdn,Cash Money/Drake LP6,USCM51800004,43191464,3TVXtAsR1Inumwj472S9r4
Loco Contigo (feat. J. Balvin & Tyga),"DJ Snake, J Balvin, Tyga","reggaeton, latin, ",Latin,Carte Blanche,2019-07-25,6osaMSJh9NguagEDQcZaKx,DJ Snake Music Productions Limited,USUG11901580,36783910,"540vIaP2JwjQb9dm3aArA4, 1vyhD5VmyZ7KMfW5gqLgo5, 5LHRHt1k9lMyONurDHEdrp"
Own It (feat. Ed Sheeran & Burna Boy),"Stormzy, Burna Boy, Ed Sheeran","grime, uk drill, afrobeats, afrobeat, afropop, afroswing, dancehall, afropiano, soft pop","Traditional music, R&B, Pop, Electronic",Heavy Is The Head,2019-12-13,4QPEwDdOMhY7rNS05mTyMR,Atlantic Records UK,GBAHS1901369,67316657,"2SrSdSvpminqmStGELCSNd, 3wcj11K77LjEY1PkEazffa, 6eUKZXaKkcviH0Ku9w2n3V"
Suge,DaBaby,,,Baby On Baby,2019-03-01,2gwkD6igEhQbDQegRCcdoB,South Coast Music Group/Interscope Records,USUM71902966,34386995,4r63FhuTkUYltbVAg5TQnk
Woah,Lil Baby,,,Woah,2019-11-08,598yNsG1JFrGd4n2kMoz7F,Quality Control/Motown Records,USUG11902877,58634007,5f7VJjfbwm532GiveGC0ZK
GANG GANG,"JACKBOYS, Sheck Wes",,,JACKBOYS,2019-12-27,6uJONCdr2rC65BNmCnTBWK,Cactus Jack/Epic,USSM11914990,9040550,"7A8S43ryYdbWpJKeHRZRcq, 2RDOrhPqAM4jzTRCEb19qX"
Quizas,"Rich Music LTD, Sech, Dalex, Justin Quiles, Lenny Tavárez, Feid, Wisin, Zion","reggaeton, urbano latino, trap latino, argentine trap, latin","Hip Hop, Latin",The Academy,2019-10-11,5Id5B3dxJZhPcV9GzgYZZe,Rich Music,QM9WM1900145,56711549,"2kqUKsTuEj1lPbm6BSn1AU, 77ziqFxp5gaInVrF2lj4ht, 0KPX4Ucy9dk82uj4GpKesn, 14zUHaJZo1mnYtn6IBRaRP, 1pQWsZQehhS4wavwh7Fnxd, 2LRoIwlKmHjgvigdNGBHNo, 3E6xrwgnVfYCrCs0ePERDz, 1pgDilWYDWLoOgGjf1iHNu"
Bellaquita - Remix,"Dalex, Lenny Tavárez, Anitta, NATTI NATASHA, Farruko, Justin Quiles","reggaeton, urbano latino, trap latino, argentine trap, brazilian pop, funk pop, funk carioca, funk, pagode baiano, latin, bachata","Hip Hop, Latin, Pop, R&B",Bellaquita (Remix),2019-11-22,1Xnn1TPyr5h0hpRAT4B4EA,Rich Music,QM9WM1900167,62208042,"0KPX4Ucy9dk82uj4GpKesn, 1pQWsZQehhS4wavwh7Fnxd, 7FNnA9vBm6EKceENgCGRMb, 1GDbiv3spRmZ1XdM1jQbT7, 329e4yvIujISKGKz1BZZbO, 14zUHaJZo1mnYtn6IBRaRP"
Mean It,"Lauv, LANY",,,~how i'm feeling~,2019-11-14,3GRSqlALWISqLeNncZMbpX,Lauv,GBKPL1969288,6400612,"5JZ7CnR6gTvEMKX4g70Amv, 49tQo2QULno7gxHutgccqF"
Closer,"The Chainsmokers, Halsey",,,Closer,2016-07-29,7BKLCZ1jbUBVqRi2FVlTVw,Disruptor Records/Columbia,USQX91601347,53693297,"69GGBxA162lTqCwzJG5jLp, 26VFTg2z8YR0cCuwLzESi2"
One Kiss (with Dua Lipa),"Calvin Harris, Dua Lipa","edm, pop","Electronic, Pop",One Kiss (with Dua Lipa),2018-04-06,7ef4DlsgrMEH11cDZd32M6,Sony Music UK,GBARL1800368,10971295,"7CajNmpbOovFoOoasH2HaY, 6M2wZ9GZgrQXHCFfjv46we"
Calma - Remix,"Pedro Capó, Farruko","latin pop, latin, reggaeton, trap latino","Latin, Pop",Calma (Remix),2018-10-05,5iwz1NiezX7WWjnCgY5TH4,Sony Music Latin,USSD11800343,11384602,"4QVBYiagIaa6ZGSPMbybpy, 329e4yvIujISKGKz1BZZbO"
Sweet but Psycho,Ava Max,,,Sweet but Psycho,2018-08-17,25sgk305KZfyuqVBQIahim,Atlantic Records,USAT21802011,158378927,4npEfmQ6YuiwW1GpUmaq3F
