artist_name,artist_id,genres,num_hits,num_collab_hits
Justin Bieber,1uNFoZAHBGtllmzznpCI3s,"afrobeat, afrobeats, afropiano, afropop, afroswing, alté, azonto, dancehall, dubstep, edm, edm trap, electro, electronic, emo rap, hip hop, melodic rap, pop, r&b, traditional music, trap",32,20
['Cardi B',['4kYSro6naA4h99UJvo89HB',"latin, reggaeton, trap latino, urbano latino",2,2
'Megan Thee Stallion'],'181bsRPaVXVlUKXrxwZfHK'],,1,1
['Tones And I'],['2NjfBq1NflQcKSeiDooVjY'],,1,0
['Billie Eilish'],['6qqNVTkY8uBg9cP3Jd7DAH'],,4,0
['The Kid LAROI'],['2tIP7SsRs7vjIcLrU85W8J'],,2,0
['Pop Smoke'],['0eDvMgVFoNV3TpwtrVCoTj'],"brooklyn drill, drill, hip hop, new york drill",2,0
['Lil Nas X'],['7jVv8c5Fj3E9VhNjxT4snq'],,1,0
['DaBaby',['4r63FhuTkUYltbVAg5TQnk',"hip hop, melodic rap",1,1
'Roddy Ricch'],'757aE44tKEUQEqRuT6GnEB'],"brooklyn drill, drill, east coast hip hop, hip hop, melodic rap, new york drill",2,2
['Joel Corry',['6DgP9otnZw5z6daOntINxp',"dance pop, pop",1,1
'MNEK'],'7uMh23xWiuR7zsNkuNcm2G'],"dance pop, pop",1,1
['Shawn Mendes',['7n2wHs1TKAczGzO7Dd2rGr',pop,3,3
'Justin Bieber'],'1uNFoZAHBGtllmzznpCI3s'],"country, pop, soft pop",4,4
['Rauw Alejandro',['1mcTU81TzQhprhouKaTkpq',"colombian pop, latin, pop, reggaeton, trap latino, urbano latino",3,3
'Anuel AA'],'2R21vXR83lH98kGeO99Y66'],"latin, reggaeton, trap latino, urbano latino",1,1
['Ed Sheeran'],['6eUKZXaKkcviH0Ku9w2n3V'],"pop, soft pop",5,0
['Boza'],['2NfSBtmWe7oPw1EmetJVso'],"latin, reggaeton, urbano latino",1,0
['Os Barões Da Pisadinha'],['5Lv2GUVwqmQBPwrTrxucE5'],"agronejo, arrocha, brega, country, forró, latin, piseiro, sertanejo, sertanejo universitário, tecnobrega",2,0
['Camilo'],['28gNT5KBp7IjEOQoevXf9N'],"colombian pop, pop",1,0
['Manuel Turizo',['0tmwSHipWxN12fsoLcFU3B',"colombian pop, latin, pop, reggaeton, trap latino, urbano latino",1,1
'Rauw Alejandro','1mcTU81TzQhprhouKaTkpq',"colombian pop, latin, pop, reggaeton, trap latino, urbano latino",1,1
'Myke Towers'],'7iK8PXO48WeuP03g8YR51W'],"colombian pop, latin, pop, reggaeton, trap latino, urbano latino",3,3
['Dua Lipa'],['6M2wZ9GZgrQXHCFfjv46we'],pop,5,0
['Sebastian Yatra',['07YUOmWljBTXwIseAUd9TW',"colombian pop, latin, pop, reggaeton",1,1
'Guaynaa'],'0BqURncJM5B1BBu7UM51eq'],"colombian pop, latin, pop, reggaeton",2,2
['Taylor Swift'],['06HL4z0CvFAxyc27GXpf02'],,9,0
['Farruko'],['329e4yvIujISKGKz1BZZbO'],"latin, reggaeton, trap latino",1,0
['Sech',['77ziqFxp5gaInVrF2lj4ht',"latin, reggaeton, trap latino, urbano latino",2,2
'Daddy Yankee','4VMYDCV2IEDYJArk749S6m',"latin, reggaeton, trap latino, urbano latino",1,1
'J Balvin','1vyhD5VmyZ7KMfW5gqLgo5',"hip hop, latin, melodic rap, reggaeton, trap latino, urbano latino",3,3
'ROSALÍA','7ltDVBr6mKbRvohxheJ9h1',"latin, reggaeton, trap latino, urbano latino",1,1
'Farruko'],'329e4yvIujISKGKz1BZZbO'],"latin, reggaeton, trap latino, urbano latino",1,1
['Tate McRae'],['45dkTj5sMRSjrmBSBeiHym'],,1,0
['Pop Smoke',['0eDvMgVFoNV3TpwtrVCoTj',"brooklyn drill, drill, east coast hip hop, hip hop, melodic rap, new york drill",4,4
'Lil Baby','5f7VJjfbwm532GiveGC0ZK',"brooklyn drill, drill, hip hop, new york drill",1,1
['Justin Bieber',['1uNFoZAHBGtllmzznpCI3s',,3,3
'benny blanco'],'5CiGnKThu5ctn9pBxv7DGa'],,1,1
['Sia'],['5WUlDfRSoLAfcVSX1WnrxN'],,2,0
['Jawsh 685',['56mfhUDKa1vec6rSLZV5Eg',,1,1
'Jason Derulo'],'07YZf4WDAMNwqr4jfgOZ8y'],,1,1
['Miley Cyrus',['5YGY8feqx7naU7z4HrwZM6',pop,1,1
'Dua Lipa'],'6M2wZ9GZgrQXHCFfjv46we'],pop,1,1
['Lewis Capaldi'],['4GNC7GD6oZMSxPGyXy4MNB'],"pop, soft pop",2,0
['Camilo',['28gNT5KBp7IjEOQoevXf9N',"colombian pop, dembow, latin, pop, reggaeton, urbano latino",1,1
'El Alfa'],'2oQX8QiMXOyuqbcZEFsZfm'],"colombian pop, dembow, latin, pop, reggaeton, urbano latino",1,1
['Tiësto'],['2o5jDhtHVPhrJdv3cEQ99Z'],"big room, dance, edm, electronic, house, trance",1,0
['Post Malone'],['246dkjvS1zLTtiykXe5h60'],,1,0
['Myke Towers',['7iK8PXO48WeuP03g8YR51W',"latin, reggaeton, trap latino, urbano latino",1,1
'Juhn'],'2LmcxBak1alK1bf7d1beTr'],"latin, reggaeton, trap latino, urbano latino",1,1
['Drake',['3TVXtAsR1Inumwj472S9r4',"afrobeat, afrobeats, afropiano, afropop, afroswing, azonto, dancehall, drill, hip hop, pop, r&b, rap, traditional music",2,2
'Lil Durk'],'3hcs9uc56yIGFCSy9leWe7'],"drill, hip hop, rap",1,1
['Bad Bunny'],['4q3ewBCX7sLwd24euuV69X'],"latin, reggaeton, trap latino, urbano latino",4,0
['Lil Mosey'],['5zctI4wO9XSKS8XwcnqEHk'],"hip hop, melodic rap",1,0
['Os Barões Da Pisadinha',['5Lv2GUVwqmQBPwrTrxucE5',"agronejo, arrocha, brega, country, forró, latin, piseiro, sertanejo, sertanejo universitário, tecnobrega",1,1
'Xand Avião'],'43DRDu6nLSeIedZ7T1A616'],"agronejo, arrocha, brega, country, forró, latin, piseiro, sertanejo, sertanejo universitário, tecnobrega",1,1
['Ozuna',['1i8SpTcr7yvPOmcqrbnVXY',"colombian pop, latin, pop, reggaeton, trap latino, urbano latino",2,2
'Chencho Corleone'],'37230BxxYs9ksS7OkZw3IU'],"latin, reggaeton, trap latino, urbano latino",1,1
['KAROL G',['790FomKkXshlbRYZFtlgla',"latin, reggaeton, urbano latino",1,1
'Nicki Minaj'],'0hCNtLu0JehylgoiP8L4Gh'],"latin, reggaeton, urbano latino",1,1
['HVME'],['2o08sCWF5yyo2G4DCiT7T9'],"electronic, slap house",1,0
['SZA'],['7tYKF4w9nC0nq9CsPZTHyP'],r&b,1,0
['Lele Pons',['6i3DxIlAqnDkwELLw4aVrx',"latin, reggaeton",1,1
['Fleetwood Mac'],['08GQAI4eElDnROBrJRGE0X'],"classic rock, rock, soft rock",1,0
['Jay Wheeler',['2cPqdH7XMvwaBJEVjheH8g',"latin, reggaeton, trap latino, urbano latino",1,1
'DJ Nelson','2ydZrTy8U3kOMOzx20s3dg',"latin, reggaeton, trap latino, urbano latino",1,1
['Petter Ferraz',['6gGJH7joTDx9M3xREiAq9U',"arrocha, brega, brega funk, country, forró, piseiro, pop",1,1
'Menor Nico'],'0xTWPVQfXgaj6Je1inSRKw'],"arrocha, brega, brega funk, country, forró, piseiro, pop",1,1
['Wisin',['3E6xrwgnVfYCrCs0ePERDz',"latin, reggaeton, trap latino, urbano latino",1,1
'Myke Towers','7iK8PXO48WeuP03g8YR51W',"electronic, latin, neoperreo, reggaeton, reggaeton chileno, rkt, trap latino, urbano latino",2,2
'Los Legendarios'],'0n6sKrG0xKAf8xmdqeNGke'],"latin, reggaeton, trap latino, urbano latino",1,1
['Ritt Momney'],['7MPGCB854Qo4alYMOPkBka'],"bedroom pop, pop",1,0
['The Neighbourhood'],['77SW9BnxLY8rJ0RciFqkHh'],,2,0
['Lady Gaga',['1HY2Jd0NmPuamShAr6KMms',"art pop, pop",2,2
'Ariana Grande'],'66CXWjxzNUsdJxJ2JdwvnR'],"art pop, pop",1,1
['Roddy Ricch'],['757aE44tKEUQEqRuT6GnEB'],"hip hop, melodic rap",1,0
['Migrantes',['48R2gYdPKtfnfKAzhSVPUx',"cuarteto, cumbia, latin, rkt",1,1
'Alico'],'7n3wAgh1j3RRbxYzfZTQDF'],"cuarteto, cumbia, latin, rkt",1,1
['Conan Gray'],['4Uc8Dsxct0oMqx0P6i60ea'],,2,0
'Chance the Rapper'],'1anyVhU62p31KFi8MEzkbf'],,1,1
['Justin Quiles'],['14zUHaJZo1mnYtn6IBRaRP'],"latin, reggaeton",2,0
['MEDUZA',['0xRXCcSX89eobfrshSVdyu',,2,2
'Dermot Kennedy'],'5KNNVgR6LBIABRIomyCwKJ'],,1,1
['Topic',['0u6GtibW46tFX7koQ6uNJZ',,1,1
'A7S'],'5Wg2b4Mp42gicxEeDNawf7'],,1,1
['Doja Cat'],['5cj0lLjcoR7YOSnhnX0Po5'],,1,0
['Megan Thee Stallion'],['181bsRPaVXVlUKXrxwZfHK'],,1,0
['Black Eyed Peas',['1yxSLGMDHlW21z4YXirZDS',"latin, latin pop, pop",1,1
'Shakira'],'0EmeFodog0BfCgMzAIvKQp'],"latin, latin pop, pop",1,1
['J Balvin',['1vyhD5VmyZ7KMfW5gqLgo5',"latin, pop, reggaeton, trap latino, urbano latino",2,2
'Dua Lipa','6M2wZ9GZgrQXHCFfjv46we',"latin, pop, reggaeton, trap latino, urbano latino",1,1
'Bad Bunny','4q3ewBCX7sLwd24euuV69X',"latin, pop, reggaeton, trap latino, urbano latino",2,2
'Tainy'],'0GM7qgcRCORpGnfcN2tCiB'],"latin, pop, reggaeton, trap latino, urbano latino",1,1
['Tarcísio do Acordeon'],['48HORs6F9P7IgdyKrk4MZC'],"arrocha, brega, country, forró, latin, piseiro, seresta, sertanejo",1,0
['Powfu',['6bmlMHgSheBauioMgKv2tn',"bedroom pop, pop",1,1
'beabadoobee'],'35l9BRT7MXmM8bv2WDQiyB'],"bedroom pop, pop",1,1
['Post Malone',['246dkjvS1zLTtiykXe5h60',,2,2
'Swae Lee'],'1zNqQNIdeOUZHb8zbZRFMX'],,1,1
['Maluma',['1r4hJ1h58CWwUQe3MxPuau',"argentine trap, hip hop, latin, reggaeton, trap latino, urbano latino",2,2
'Lenny Tavárez','1pQWsZQehhS4wavwh7Fnxd',"argentine trap, hip hop, latin, reggaeton, trap latino, urbano latino",1,1
'Justin Quiles'],'14zUHaJZo1mnYtn6IBRaRP'],"argentine trap, hip hop, latin, reggaeton, trap latino, urbano latino",1,1
'Camilo'],'28gNT5KBp7IjEOQoevXf9N'],"colombian pop, latin, pop, reggaeton, trap latino, urbano latino",2,2
['Jonas Esticado'],['22jNvLBrXGKr4CcV2tw8Ag'],"arrocha, country, forró, latin, piseiro, sertanejo, sertanejo universitário",1,0
['Jason Derulo'],['07YZf4WDAMNwqr4jfgOZ8y'],,1,0
['Queen'],['1dfeR4HaWDbWqFHLkxsg1d'],"classic rock, glam rock, rock",4,0
['Juice WRLD'],['4MCBfE4596Uoi2O4DtmEMz'],"emo rap, hip hop, melodic rap",4,0
['Bizarrap',['716NhGYqD1jl2wI1Qkgq36',"argentine trap, hip hop, latin, latin hip hop, trap latino, urbano latino",1,1
'NATHY PELUSO'],'3VHAySZQPlfGlNLslzXYpN'],"argentine trap, hip hop, latin, latin hip hop, trap latino, urbano latino",1,1
['Shawn Mendes'],['7n2wHs1TKAczGzO7Dd2rGr'],pop,1,0
['Zé Neto & Cristiano'],['487N2T9nIPEHrlTZLL3SQs'],"agronejo, arrocha, country, latin, sertanejo, sertanejo universitário",1,0
Tierry,4FUMTycjZlEY6ZxMgqNjC8,"arrocha, brega, country, forró, latin, piseiro, seresta, sertanejo, sertanejo universitário",1,0
['Black Eyed Peas'],['1yxSLGMDHlW21z4YXirZDS'],,1,0
'Camila Cabello'],'4nDoRrQiYLoBzwC5BhVJzF'],pop,2,2
['Maroon 5'],['04gDigrS5kc9YWfZHwBETP'],pop,1,0
Os Barões Da Pisadinha,5Lv2GUVwqmQBPwrTrxucE5,"agronejo, arrocha, brega, country, forró, latin, piseiro, sertanejo, sertanejo universitário, tecnobrega",6,6
Fernando & Sorocaba,1oSgjdbgLYULVmEBojPRw8,"agronejo, arrocha, brega, country, forró, latin, piseiro, seresta, sertanejo, sertanejo universitário, tecnobrega",2,2
['Luísa Sonza',['4PzYKhC14sTJNEr0dzoo0d',"brazilian pop, country, funk, funk carioca, funk pop, hip hop, latin, pagode baiano, pop, r&b, tecnobrega",1,1
'Pabllo Vittar','6tzRZ39aZlNqlUzQlkuhDV',"brazilian pop, country, funk, funk carioca, funk pop, hip hop, latin, pagode baiano, pop, r&b, tecnobrega",1,1
'Anitta'],'7FNnA9vBm6EKceENgCGRMb'],"brazilian pop, country, funk, funk carioca, funk pop, hip hop, latin, pagode baiano, pop, r&b, tecnobrega",1,1
['Travis Scott'],['0Y5tJX1MQlPlqiwlOH1tJY'],"hip hop, rap",3,0
['Jorge & Mateus'],['1elUiq4X7pxej6FRlrEzjM'],"agronejo, arrocha, country, latin, sertanejo, sertanejo universitário",1,0
['Future',['1RyvyyTE3xzB2ZywiAwp0i',"hip hop, rap",1,1
'Drake'],'3TVXtAsR1Inumwj472S9r4'],"hip hop, rap",2,2
'The Weeknd'],'1Xyo4u8uXC1ZmMpatF05PJ'],"latin, reggaeton, urbano latino",1,1
['Nio Garcia',['5hdhHgpxyniooUiQVaPxQ0',"electronic, latin, neoperreo, reggaeton, reggaeton chileno, rkt, trap latino, urbano latino",1,1
'Anuel AA','2R21vXR83lH98kGeO99Y66',"electronic, latin, neoperreo, reggaeton, reggaeton chileno, rkt, trap latino, urbano latino",1,1
'Brray','1GKIlPFdcewHtpDVCQ8zmJ',"electronic, latin, neoperreo, reggaeton, reggaeton chileno, rkt, trap latino, urbano latino",1,1
'Juanka'],'3Wb38LDP3N4tkobValgE9D'],"electronic, latin, neoperreo, reggaeton, reggaeton chileno, rkt, trap latino, urbano latino",1,1
['Billie Eilish',['6qqNVTkY8uBg9cP3Jd7DAH',,1,1
'Khalid'],'6LuN9FCkKOj5PcnpouEgny'],,1,1
['Juice WRLD',['4MCBfE4596Uoi2O4DtmEMz',"edm, electronic, emo rap, hip hop, melodic rap",2,2
'Marshmello'],'64KEffDW9EtZ1y2vBYgq8T'],"edm, electronic, emo rap, hip hop, melodic rap",1,1
['Whitney Houston'],['6XpaIBNiVzIetEPCWDvAFP'],,1,0
'A Boogie Wit da Hoodie'],'31W5EY0aAly4Qieq6OFu6I'],"brooklyn drill, drill, hip hop, melodic rap, new york drill",1,1
Wesley Safadão,1AL2GKpmRrKXkYIcASuRFa,"agronejo, arrocha, brega, country, forró, latin, piseiro, sertanejo, sertanejo universitário, tecnobrega",3,2
Zé Vaqueiro,5K8Rmjmf4RZFffz94EmBRt,"arrocha, brega, country, forró, latin, piseiro, sertanejo",1,0
['Nicky Jam',['1SupJlEpv7RS2tPNRaHViT',"latin, reggaeton, trap latino, urbano latino",1,1
['Trevor Daniel'],['7uaIm6Pw7xplS8Dy06V6pT'],,1,0
['Surfaces'],['4ETSs924pXMzjIeD6E9b4u'],,1,0
['Earth,['4QQgXkCYTt3BlENzhyNETg'],"disco, r&b",1,1
'The Kid LAROI'],'2tIP7SsRs7vjIcLrU85W8J'],"emo rap, hip hop, melodic rap",1,1
['Macklemore',['3JhNCzhSMTxs9WLGJJxWOY',,1,1
'Ryan Lewis','4myTppRgh0rojLxx8RycOp',,1,1
'Macklemore & Ryan Lewis','6WLvgbfYXQPO396oJEYCsi',,1,1
'Ray Dalton'],'4e0nWw2r4BoQSKPQ2zpU13'],,1,1
['Regard'],['4ofCBoyEiGSePFAG500xev'],,1,0
['Douglas & Vinicius',['7M83IzPXGA4ClZJ5reW2Ro',"arrocha, brega, brega funk, country, funk, latin, piseiro, pop, r&b, sertanejo, sertanejo universitário",1,1
'MC Bruninho'],'3shPgAzHMyRwWOkXeoWKeB'],"arrocha, brega, brega funk, country, funk, latin, piseiro, pop, r&b, sertanejo, sertanejo universitário",1,1
['Drake'],['3TVXtAsR1Inumwj472S9r4'],"hip hop, rap",2,0
['DJ Khaled',['0QHgL1lAIqAw0HtD7YldmP',"hip hop, rap",1,1
['Miley Cyrus'],['5YGY8feqx7naU7z4HrwZM6'],,2,0
['Ofenbach',['4AKwRarlmsUlLjIwt38NLw',,1,1
'Quarterhead','2h6hAChW74hB9HvrNoK1RY',,1,1
'Norma Jean Martine'],'2fsk4VlJdNF6G8cCMDrrzB'],,1,1
['Ava Max'],['4npEfmQ6YuiwW1GpUmaq3F'],,2,0
'Bradley Cooper'],'4VIvfOurcf0vuLRxLkGnIG'],"art pop, pop",1,1
Zé Felipe,7cmuxPnXRJxwuYDHfbD8Eu,"agronejo, arrocha, brega, brega funk, country, forró, funk, latin, piseiro, pop, r&b, sertanejo, sertanejo universitário, tecnobrega",4,3
['James Arthur'],['4IWBUUAFIplrNtaOHcJPRM'],"pop, soft pop",2,0
['The Chainsmokers',['69GGBxA162lTqCwzJG5jLp',,2,2
'Halsey'],'26VFTg2z8YR0cCuwLzESi2'],"edm, electronic, k-pop, pop",3,3
['Chris Brown',['7bXgB6jMjp9ATFy66eO08Z',"hip hop, melodic rap, r&b, rap, trap",1,1
'Young Thug'],'50co4Is1HCEo8bhOyUWKpn'],"hip hop, melodic rap, r&b, rap, trap",1,1
['Eminem',['7dGJo4pcD2V6oG8kP0tJRR',"emo rap, g-funk, gangster rap, hip hop, melodic rap, rap, west coast hip hop",2,2
'Juice WRLD'],'4MCBfE4596Uoi2O4DtmEMz'],"emo rap, hip hop, melodic rap, rap",1,1
['Jerry Di'],['7f02bxFbZIOVdSbYRNYvLT'],"latin, reggaeton",1,0
'Quavo'],'0VRj0yCOv2FXJNP47XQnx5'],,1,1
['Arizona Zervas'],['0vRvGUQVUjytro0xpb26bs'],,1,0
'Lil Tjay'],'6jGMq4yGs7aQzuGsMgVgZR'],"brooklyn drill, drill, hip hop, melodic rap, new york drill",1,1
['Ed Sheeran',['6eUKZXaKkcviH0Ku9w2n3V',"pop, soft pop",1,1
['Clairo'],['3l0CmX0FuQjFxr8SK7Vqag'],"bedroom pop, pop",1,0
['Avicii'],['1vCWHaC5f2uS3yhpwWbIA6'],"edm, electronic",2,0
['Ozuna'],['1i8SpTcr7yvPOmcqrbnVXY'],"latin, reggaeton, trap latino, urbano latino",1,0
'21 Savage'],'1URnnhqYAYcrqrcwql10ft'],,1,1
['Jack Harlow',['2LIk90788K0zvyj2JJVwkJ',"hip hop, rap",2,2
'Tory Lanez','2jku7tDXc6XoB6MO2hFuqg',"hip hop, rap",1,1
'DaBaby','4r63FhuTkUYltbVAg5TQnk',"hip hop, rap",1,1
'Lil Wayne'],'55Aa2cqylxrFIXC767Z865'],"hip hop, rap",1,1
['Ashnikko'],['3PyJHH2wyfQK3WZrk9rpmP'],,1,0
['Imagine Dragons'],['53XhwfbYqKCa1cC15pYq2q'],,1,0
Apache 207,1qQLhymHXFPtP5U8KNKsm6,"german hip hop, hip hop",5,2
['Jack Harlow'],['2LIk90788K0zvyj2JJVwkJ'],,1,0
['Pink Sweat$'],['1W7FNibLa0O0b572tB2w7t'],,1,0
['Surf Mesa',['1lmU3giNF3CSbkVSQmLpHQ',,1,1
'Emilee'],'4ArPQ1Opcksbbf3CPwEjWE'],,1,1
['Niack',['5uYe4bcAXlMP7d4mrOYkML',"brazilian funk, brega funk, funk, hip hop, pop, r&b",1,1
'Two Maloka','1v2nDgCQIAgO0tTXWcQbgh',"brazilian funk, brega funk, funk, hip hop, pop, r&b",1,1
'DJ Léo da 17'],'2K709GZR5lppCr7ATLKlbz'],"brazilian funk, brega funk, funk, hip hop, pop, r&b",1,1
'Big Sean'],'0c173mlxpT3dSFRgMO8XPh'],,1,1
['Ariana Grande',['66CXWjxzNUsdJxJ2JdwvnR',"christmas, jazz, pop",3,3
['mgk',['6TIYQ3jFPwQSRmorSezPxX',,1,1
'blackbear'],'2cFrymmkijnjDg9SS92EPM'],,1,1
['XXXTENTACION'],['15UsOTVnJzReFVN1VCnxy4'],"emo rap, hip hop",6,0
['Glass Animals'],['4yvcSjfu4PC0CYQyLy4wSq'],,1,0
DJ Lucas Beat,2zWqENF4cnsd1nLmraG9IE,"agronejo, arrocha, brega, country, forró, funk, latin, piseiro, r&b, seresta, sertanejo",2,1
['JP Saxe',['66W9LaWS0DPdL7Sz8iYGYe',,1,1
'Julia Michaels'],'0ZED1XzwlLHW4ZaG4lOT6m'],,1,1
['Gusttavo Lima'],['7MiDcPa6UiV3In7lIM71IN'],"agronejo, arrocha, country, forró, latin, piseiro, sertanejo, sertanejo universitário",1,0
Ufo361,5pVRwX5ZQR7hfJ18w8ZYkl,"cloud rap, german hip hop, hip hop, turkish hip hop",3,2
Bonez MC,1aS5tqEs9ci5P9KD9tZWa6,"german hip hop, hip hop, turkish hip hop",5,5
Guilherme & Benuto,6m6e7D2TnV0aYMllFFwMxu,"agronejo, arrocha, country, latin, piseiro, sertanejo, sertanejo universitário",1,0
['Outkast'],['1G9G7WwrXka3Z1r7aIDjI7'],"hip hop, southern hip hop",1,0
['BLACKPINK'],['41MozSoPIsD1dJM0CLPjZF'],"k-pop, pop",2,0
LUDMILLA,3CDoRporvSjdzTrm99a3gi,"brazilian pop, funk, funk carioca, funk pop, hip hop, latin, pagode, pagode baiano, pop, r&b, samba",1,0
'Coldplay'],'4gzpq5DPGxSnKTe4SA8HAU'],,1,1
['Marshmello',['64KEffDW9EtZ1y2vBYgq8T',"edm, electronic",2,2
'Bastille'],'7EQ0qTo7fWT7DPxmxtSYEc'],"edm, electronic",1,1
['J Balvin'],['1vyhD5VmyZ7KMfW5gqLgo5'],"latin, reggaeton",1,0
'J Balvin'],'1vyhD5VmyZ7KMfW5gqLgo5'],"latin, reggaeton, trap latino, urbano latino",3,3
['blackbear'],['2cFrymmkijnjDg9SS92EPM'],,1,0
['C. Tangana',['5TYxZTjIPqKM8K8NuP9woO',"flamenco, flamenco pop, flamenco urbano, latin, pop",1,1
'Niño de Elche','5IbUz6BcOu6IVY512oxavP',"flamenco, flamenco pop, flamenco urbano, latin, pop",1,1
'La Húngara'],'7xtnpHS34mLlxGZDVUBHSU'],"flamenco, flamenco pop, flamenco urbano, latin, pop",1,1
['Calvin Harris'],['7CajNmpbOovFoOoasH2HaY'],"edm, electronic",1,0
'Jowell & Randy','4IMAo2UQchVFyPH24PAjUs',"latin, reggaeton, trap latino, urbano latino",1,1
'Ñengo Flow'],'12vb80Km0Ew53ABfJOepVz'],"latin, reggaeton, trap latino, urbano latino",1,1
Eric Land,007FXgr0jLBJxhPJjacXQH,"arrocha, brega, country, forró, latin, piseiro, seresta, sertanejo, sertanejo universitário",1,1
Xand Avião,43DRDu6nLSeIedZ7T1A616,"arrocha, brega, brega funk, country, forró, funk, latin, piseiro, pop, r&b, seresta, sertanejo, sertanejo universitário",2,2
['Foster The People'],['7gP3bB2nilZXLfPHJhMdvc'],,1,0
['Michael Jackson'],['3fMbdgg4jU18AjLCKBhRSm'],,2,0
['a-ha'],['2jzc5TC5TVFLXQlBNiIUzE'],"new wave, pop, rock, synthpop",1,0
['Mother Mother'],['0e86yPdC41PGRkLp2Q1Bph'],,1,0
['Jason Derulo',['07YZf4WDAMNwqr4jfgOZ8y',,1,1
'Nuka'],'1XynjLPAyPi8SZAx8LHN0Z'],,1,1
['Journey'],['0rvjqX7ttXeg3mTy8Xscbt'],"album rock, classic rock, rock",1,0
['Kid Cudi'],['0fA0VVWsXO9YnASrzqfmYu'],,1,0
['Bruno Mars'],['0du5cEVh5yTK9QJze8zA0C'],,2,0
['Fousheé'],['6trIghKwHRUyxwvm66HLHH'],,1,0
['Arctic Monkeys'],['7Ln80lUS6He07XvHI8qqHH'],"garage rock, indie, rock",2,0
['Robin Schulz',['3t5xRXzsuZmMDkQzgOX35S',"electronic, tropical house",1,1
'KIDDO'],'5pXe6yFchq1oyYK3rq2A8i'],"electronic, tropical house",1,1
['Coldplay'],['4gzpq5DPGxSnKTe4SA8HAU'],,2,0
['John Legend'],['5y2Xq6xcjJb2jVM54GHK3t'],"neo soul, pop, r&b, soft pop",1,0
['Taylor Swift',['06HL4z0CvFAxyc27GXpf02',"folk/acoustic, indie folk",2,2
'HAIM'],'4Ui2kfOqGujY81UcPrb5KE'],,1,1
['BØRNS'],['1KP6TWI40m7p3QBTU6u2xo'],,1,0
['Lil Peep'],['2kCcBybjl3SAtIcwdWpUe3'],"cloud rap, emo rap, hip hop",1,0
['BLACKPINK',['41MozSoPIsD1dJM0CLPjZF',"k-pop, pop",1,1
'Selena Gomez'],'0C8ZW7ezQVs4URX5aX7Kqx'],"k-pop, pop",1,1
['BANNERS'],['4qWnlmXWuGv2TtuxtIWlJX'],,1,0
'50 Cent','3q7HBObVc0L8jNeTe5Gofh',"brooklyn drill, drill, east coast hip hop, hip hop, melodic rap, new york drill",1,1
['The Police'],['5NGO30tJxFlKixkPSgXcFE'],,1,0
['Sam Smith'],['2wY79sveU1sp5g7SokKOiI'],"pop, soft pop",2,0
'Angèle'],'3QVolfxko2UyCOtexhVTli'],"chanson, easy listening, french pop, pop, variété française",1,1
['Tame Impala'],['5INjqkS1o8h1imAzPqGZBb'],"indie, pop, psychedelic pop, rock",1,0
['Nirvana'],['6olE6TJLqED3rqDCT0FyPh'],"grunge, rock",1,0
['Hozier'],['2FXC3k01G6Gw61bmprjgqS'],,1,0
['Dean Lewis'],['3QSQFmccmX81fWCUSPTS7y'],,1,0
['Halsey'],['26VFTg2z8YR0cCuwLzESi2'],,1,0
['THE SCOTTS',['2PaZWGu5T5nHjY2xxAkFsT',"hip hop, rap",1,1
